Applicant,Edu_Parent1,Edu_Parent2,Gender,White,Asian,HSGPA,SAT_ACT,College,Admitted,Enrolled,College_GPA
5952,6,6,M,1,0,3.6,1320,Business & Economics,No,Yes,3.041
5956,7,6,M,0,1,3.77,1250,Business & Economics,Yes,No,
5960,7,7,M,1,0,3.35,1270,Business & Economics,No,No,
5971,7,7,M,0,0,3.64,1020,Business & Economics,No,No,
5972,6,6,M,1,0,4.09,1440,Business & Economics,Yes,No,
5981,6,3,M,1,0,3.95,1250,Business & Economics,Yes,Yes,3.446
5999,3,6,M,0,0,3.08,1110,Business & Economics,No,No,
6005,6,7,M,1,0,3.69,950,Business & Economics,No,No,
6009,6,4,M,1,0,3.05,860,Business & Economics,No,No,
6012,3,4,F,1,0,2.86,1010,Business & Economics,No,No,
6013,4,7,M,1,0,3.14,1340,Business & Economics,No,No,
6015,6,6,F,1,0,3.83,1270,Business & Economics,No,No,
6016,7,7,F,1,0,3.67,1250,Business & Economics,Yes,No,
6025,6,4,M,1,0,3.35,1000,Business & Economics,No,No,
6027,4,6,M,1,0,3.55,1210,Business & Economics,No,No,
6030,3,5,F,0,0,3.9,1050,Business & Economics,No,No,
6031,4,6,F,0,1,3.9,1060,Business & Economics,No,No,
6042,4,5,M,0,0,2.88,960,Business & Economics,No,No,
6046,7,6,F,0,1,4.08,1410,Business & Economics,Yes,Yes,3.659
6049,7,4,M,1,0,4.27,1100,Business & Economics,No,No,
6054,4,6,M,1,0,3.64,1170,Business & Economics,No,No,
6062,6,6,M,1,0,3.05,1290,Business & Economics,Yes,Yes,2.074
6065,6,6,F,0,0,3.82,1150,Business & Economics,No,No,
6067,4,4,F,1,0,4.12,1080,Business & Economics,No,No,
6080,7,6,M,1,0,4.28,1390,Business & Economics,Yes,No,
6085,6,6,F,0,1,3.27,1200,Business & Economics,No,No,
6088,7,4,F,1,0,3.7,1080,Business & Economics,No,No,
6093,7,7,F,0,1,3.48,1270,Business & Economics,No,No,
6095,6,6,M,1,0,3.62,1380,Business & Economics,Yes,No,
6116,6,4,F,0,1,3.79,1380,Business & Economics,Yes,No,
6122,7,6,F,0,1,2.24,990,Business & Economics,No,No,
6126,6,6,M,0,0,3.45,1180,Business & Economics,No,No,
6127,7,7,M,1,0,4,1350,Business & Economics,Yes,No,
6129,6,6,M,0,1,4.18,1390,Business & Economics,Yes,No,
6138,4,4,M,1,0,3,1090,Business & Economics,No,No,
6139,5,3,M,0,0,2.95,1030,Business & Economics,No,No,
6144,2,2,F,0,0,3.76,710,Business & Economics,No,No,
6148,7,5,M,1,0,3,1390,Business & Economics,No,No,
6151,1,1,F,0,1,4,1330,Business & Economics,Yes,No,
6153,1,1,F,0,0,4.08,790,Business & Economics,No,No,
6156,3,3,F,0,1,3.33,740,Business & Economics,No,No,
6157,1,1,M,0,1,3.4,740,Business & Economics,No,No,
6159,6,6,F,0,0,3,1170,Business & Economics,No,No,
6165,7,6,F,1,0,3.4,1140,Business & Economics,No,No,
6169,7,4,F,0,0,2.7,810,Business & Economics,No,No,
6172,4,4,M,0,0,2.75,1020,Business & Economics,No,No,
6174,5,6,F,0,1,3.8,1060,Business & Economics,No,No,
6176,7,6,M,1,0,4.05,1240,Business & Economics,Yes,No,
6177,4,4,F,1,0,3.1,1180,Business & Economics,No,No,
6179,4,7,M,1,0,3.55,1140,Business & Economics,No,No,
6180,5,5,F,0,0,2.88,1200,Business & Economics,No,No,
6184,6,6,M,0,0,3.68,1040,Business & Economics,Yes,No,
6186,7,6,F,1,0,3.11,1140,Business & Economics,No,No,
6189,6,6,F,1,0,4.22,1520,Business & Economics,Yes,No,
6196,3,3,M,0,0,3.32,1160,Business & Economics,No,No,
6215,4,4,M,1,0,4.05,1000,Business & Economics,No,No,
6218,7,7,M,0,1,4.04,1530,Business & Economics,Yes,No,
6220,6,6,F,0,0,4,1210,Business & Economics,No,No,
6228,6,6,M,1,0,4.15,1430,Business & Economics,No,No,
6231,6,6,F,1,0,4.06,1250,Business & Economics,Yes,Yes,3.215
6235,6,6,F,1,0,3.92,1210,Business & Economics,No,No,
6237,7,5,M,1,0,4.09,1280,Business & Economics,No,No,
6241,7,5,F,0,0,2.75,1140,Business & Economics,No,No,
6247,6,7,M,1,0,2.73,1200,Business & Economics,No,No,
6256,5,4,F,1,0,2.75,940,Business & Economics,No,No,
6261,7,6,F,0,1,4.14,1290,Business & Economics,Yes,No,
6262,2,2,F,0,1,3.46,1110,Business & Economics,Yes,Yes,3.055
6264,6,4,F,1,0,3.88,1160,Business & Economics,No,No,
6266,1,3,M,0,0,3.35,910,Business & Economics,No,No,
6268,7,7,F,0,1,3.82,1320,Business & Economics,Yes,No,
6269,6,6,M,0,1,3.37,1100,Business & Economics,No,No,
6275,1,1,F,0,0,3.85,930,Business & Economics,No,No,
6280,7,7,M,0,1,3.32,1100,Business & Economics,No,No,
6284,6,3,F,0,0,2.94,870,Business & Economics,No,No,
6291,6,6,M,1,0,3.25,1080,Business & Economics,No,No,
6293,5,6,F,0,0,4.1,1190,Business & Economics,Yes,Yes,3.144
6294,7,7,M,1,0,3.78,1330,Business & Economics,Yes,No,
6296,4,4,M,1,0,3.09,1010,Business & Economics,No,No,
6300,7,7,F,0,0,3.62,1170,Business & Economics,No,No,
6302,6,5,M,1,0,3.43,1120,Business & Economics,No,No,
6304,4,2,F,0,1,4.09,1110,Business & Economics,Yes,No,
6306,3,3,M,1,0,2.89,850,Business & Economics,No,No,
6312,3,3,M,0,0,3.12,990,Business & Economics,Yes,No,
6314,6,4,F,1,0,3.06,1070,Business & Economics,No,No,
6318,7,7,F,1,0,3.82,1260,Business & Economics,Yes,Yes,2.524
6321,6,5,M,1,0,3.82,1130,Business & Economics,No,No,
6328,4,3,M,0,0,4,1150,Business & Economics,Yes,Yes,3.698
6339,7,7,F,1,0,3.55,1080,Business & Economics,No,No,
6340,7,6,F,0,0,3.83,1310,Business & Economics,Yes,No,
6341,6,6,M,1,0,3.11,1190,Business & Economics,No,No,
6343,1,1,F,0,0,0,880,Business & Economics,No,No,
6346,7,6,F,1,0,3.73,1300,Business & Economics,Yes,No,
6347,4,6,M,0,0,2.64,1010,Business & Economics,No,No,
6348,4,4,F,1,0,3.68,1070,Business & Economics,Yes,No,
6359,4,3,M,0,0,2.86,1090,Business & Economics,No,No,
6364,6,6,F,1,0,2.93,1190,Business & Economics,No,No,
6370,7,7,M,0,0,3.8,1140,Business & Economics,No,No,
6373,6,6,M,1,0,3.9,1080,Business & Economics,No,No,
6374,7,7,M,1,0,3.64,1280,Business & Economics,No,No,
6377,6,4,M,1,0,3.62,1340,Business & Economics,Yes,No,
6382,6,7,M,0,0,3.81,1170,Business & Economics,No,No,
6385,6,6,M,1,0,3.75,1210,Business & Economics,Yes,No,
6391,4,5,M,1,0,3.67,1250,Business & Economics,No,No,
6394,7,3,M,0,1,3.68,1370,Business & Economics,Yes,No,
6404,6,6,M,1,0,3.59,1040,Business & Economics,No,No,
6405,6,6,M,0,0,3.55,950,Business & Economics,No,No,
6406,6,3,F,0,0,3.42,1060,Business & Economics,No,No,
6410,2,1,M,0,0,3,660,Business & Economics,No,No,
6413,6,4,F,0,0,3.26,920,Business & Economics,No,No,
6418,7,7,F,0,0,4.05,1150,Business & Economics,No,No,
6424,1,1,F,0,0,3.83,940,Business & Economics,No,No,
6431,6,6,F,0,1,3.43,1450,Business & Economics,Yes,Yes,3.64
6432,3,5,F,1,0,3.92,1010,Business & Economics,No,No,
6439,6,6,M,1,0,3.96,1370,Business & Economics,No,No,
6442,6,5,F,1,0,3.43,1390,Business & Economics,No,No,
6450,6,6,M,1,0,3.81,1290,Business & Economics,No,No,
6459,6,7,M,1,0,3.4,1210,Business & Economics,No,No,
6465,6,3,M,0,0,3.73,1080,Business & Economics,No,No,
6470,6,6,M,0,0,3.67,1030,Business & Economics,No,No,
6472,3,6,F,1,0,2.79,960,Business & Economics,No,No,
6478,6,6,M,1,0,3.41,1190,Business & Economics,No,No,
6485,4,3,M,1,0,3.13,940,Business & Economics,No,No,
6487,7,5,M,1,0,3.54,1420,Business & Economics,Yes,Yes,2.778
6490,7,7,M,1,0,3.68,1170,Business & Economics,No,No,
6492,6,6,M,1,0,3.45,1240,Business & Economics,No,No,
6500,6,6,F,0,0,3.67,1160,Business & Economics,Yes,No,
6504,3,3,F,1,0,3.24,1120,Business & Economics,No,No,
6516,6,5,F,0,1,3.73,1270,Business & Economics,Yes,No,
6520,6,6,M,0,0,3.69,1480,Business & Economics,Yes,No,
6526,3,5,M,1,0,3.74,1040,Business & Economics,Yes,Yes,2.739
6531,7,6,M,0,1,3.66,1320,Business & Economics,No,No,
6541,6,7,F,1,0,3.5,1090,Business & Economics,No,No,
6546,7,6,M,1,0,3.59,1140,Business & Economics,No,No,
6548,6,6,M,1,0,4.05,1410,Business & Economics,Yes,No,
6550,6,6,M,1,0,3.86,1210,Business & Economics,Yes,Yes,2.575
6551,7,6,F,0,1,3.81,1210,Business & Economics,No,No,
6553,6,6,M,1,0,3.05,1050,Business & Economics,No,No,
6558,6,6,M,1,0,3.41,990,Business & Economics,Yes,Yes,2.851
6561,3,1,M,0,0,3.92,990,Business & Economics,Yes,No,
6579,6,5,F,1,0,3.55,1150,Business & Economics,No,No,
6583,7,6,F,1,0,3.88,1280,Business & Economics,Yes,Yes,3.457
6591,6,6,M,1,0,2.72,990,Business & Economics,No,No,
6592,7,5,F,0,0,3.4,1110,Business & Economics,No,No,
6596,1,1,F,0,1,3.75,880,Business & Economics,Yes,No,
6599,7,4,M,0,1,3.35,1140,Business & Economics,No,No,
6604,3,4,F,0,0,3.82,1100,Business & Economics,No,No,
6609,7,7,M,0,0,3.08,1020,Business & Economics,No,No,
6621,6,3,M,1,0,3.09,1340,Business & Economics,No,No,
6623,2,2,F,0,0,3.54,970,Business & Economics,Yes,No,
6629,6,6,M,1,0,3.85,1240,Business & Economics,No,No,
6631,3,2,F,0,1,3.72,940,Business & Economics,No,No,
6632,7,6,F,0,1,3,830,Business & Economics,No,No,
6633,7,7,M,1,0,3.73,1170,Business & Economics,No,No,
6634,4,3,M,1,0,4.12,1240,Business & Economics,Yes,Yes,3.422
6644,7,7,M,1,0,3.85,1270,Business & Economics,No,Yes,3.176
6649,6,4,M,0,0,2.78,860,Business & Economics,No,No,
6650,7,7,M,1,0,3.26,1340,Business & Economics,No,No,
6654,6,6,M,1,0,2.9,1110,Business & Economics,No,No,
6666,6,6,M,1,0,3.39,1120,Business & Economics,No,No,
6673,4,4,M,1,0,3.7,1320,Business & Economics,No,No,
6674,3,3,F,1,0,2.83,860,Business & Economics,No,No,
6676,7,7,M,1,0,3.39,1190,Business & Economics,No,No,
6677,7,6,M,0,1,3.67,1460,Business & Economics,Yes,No,
6679,2,2,F,0,1,4,1000,Business & Economics,Yes,No,
6683,5,7,M,1,0,4.25,1120,Business & Economics,No,No,
6684,7,7,F,0,1,4,1290,Business & Economics,Yes,No,
6686,4,4,M,1,0,3.06,950,Business & Economics,No,No,
6687,6,3,M,1,0,4.25,1260,Business & Economics,Yes,Yes,3.487
6696,6,6,F,1,0,4,1150,Business & Economics,Yes,Yes,3.186
6697,6,6,M,1,0,3.59,1310,Business & Economics,Yes,Yes,3.661
6700,4,4,F,1,0,2.91,1050,Business & Economics,No,No,
6701,7,7,F,1,0,3.6,1040,Business & Economics,No,No,
6711,4,5,M,0,0,3.58,1030,Business & Economics,No,No,
6712,3,3,M,0,0,4,1160,Business & Economics,Yes,No,
6714,6,6,M,1,0,4.33,1310,Business & Economics,No,No,
6728,4,5,M,0,1,3.88,1190,Business & Economics,No,No,
6734,7,6,F,1,0,3.91,1090,Business & Economics,No,No,
6740,5,4,F,0,0,3.5,1240,Business & Economics,No,Yes,3.034
6741,7,6,M,1,0,4,1130,Business & Economics,Yes,No,
6744,6,6,M,1,0,3.74,1120,Business & Economics,Yes,No,
6746,6,4,F,1,0,3.89,1320,Business & Economics,Yes,Yes,3.232
6749,6,6,M,1,0,3.8,1180,Business & Economics,No,Yes,3.22
6750,7,6,M,1,0,3.68,1320,Business & Economics,Yes,No,
6754,1,2,M,0,0,3.92,970,Business & Economics,No,No,
6755,3,3,M,0,0,4.3,1170,Business & Economics,Yes,No,
6760,1,4,F,0,1,3.33,900,Business & Economics,No,No,
6761,2,2,F,0,1,3.27,880,Business & Economics,No,No,
6766,6,5,M,1,0,3.1,1090,Business & Economics,No,No,
6770,6,3,M,1,0,2.62,1220,Business & Economics,No,No,
6773,6,6,F,1,0,3.71,1130,Business & Economics,No,No,
6774,7,7,M,0,1,3.3,1120,Business & Economics,No,No,
6775,4,1,F,0,0,4.05,970,Business & Economics,No,No,
6778,6,5,F,1,0,3.14,980,Business & Economics,No,No,
6779,3,3,M,1,0,3.9,1180,Business & Economics,No,No,
6781,6,4,M,0,1,3.18,1040,Business & Economics,No,No,
6782,7,7,F,1,0,3.22,1190,Business & Economics,No,No,
6788,6,6,F,1,0,3.04,880,Business & Economics,No,No,
6794,7,6,F,0,0,3.46,840,Business & Economics,No,No,
6800,6,4,M,0,1,3.92,1250,Business & Economics,Yes,No,
6802,4,4,F,0,0,2.59,860,Business & Economics,No,No,
6804,4,4,M,0,0,3.68,1070,Business & Economics,No,No,
6808,5,5,F,1,0,3.85,1390,Business & Economics,Yes,Yes,3.191
6822,4,4,M,0,1,3.05,860,Business & Economics,No,No,
6828,7,6,M,1,0,2.91,1180,Business & Economics,No,No,
6842,4,4,M,1,0,3.68,1360,Business & Economics,Yes,Yes,3.079
6852,6,6,M,0,0,2.64,1100,Business & Economics,No,No,
6854,2,3,F,0,0,4,990,Business & Economics,No,No,
6862,3,6,M,1,0,2.9,980,Business & Economics,No,No,
6867,5,3,M,1,0,2.54,1110,Business & Economics,No,No,
6869,6,6,M,1,0,2.48,1230,Business & Economics,No,No,
6870,3,4,M,1,0,3.65,1060,Business & Economics,No,No,
6871,7,3,M,1,0,3.65,1250,Business & Economics,No,No,
6873,6,6,M,1,0,3.36,1040,Business & Economics,No,No,
6888,4,7,M,0,0,3.38,1410,Business & Economics,Yes,No,
6899,1,4,F,0,0,4,930,Business & Economics,Yes,No,
6905,2,6,M,1,0,3.61,1410,Business & Economics,No,No,
6918,3,4,M,0,1,3.73,1170,Business & Economics,No,No,
6923,3,3,M,0,0,3.39,1210,Business & Economics,No,No,
6924,1,4,F,1,0,2.75,990,Business & Economics,No,No,
6939,4,4,M,0,1,2.36,960,Business & Economics,No,No,
6941,2,5,F,0,0,3.14,970,Business & Economics,No,No,
6946,7,6,F,0,1,3.5,1320,Business & Economics,Yes,No,
6948,2,2,M,0,1,3.05,1050,Business & Economics,No,No,
6949,4,6,F,0,1,3.36,1070,Business & Economics,No,No,
6959,6,6,M,1,0,3.5,1160,Business & Economics,No,No,
6963,6,6,F,0,1,3,1020,Business & Economics,No,No,
6969,3,3,F,0,1,2.14,650,Business & Economics,No,No,
6970,5,6,M,1,0,3.44,950,Business & Economics,Yes,Yes,2.05
6971,6,7,M,1,0,3.12,1150,Business & Economics,No,No,
6972,7,7,M,1,0,3.65,1310,Business & Economics,Yes,Yes,3.17
6977,7,7,F,1,0,3.33,980,Business & Economics,No,No,
6978,7,6,M,1,0,3.83,1310,Business & Economics,No,No,
6982,3,7,F,1,0,2.62,990,Business & Economics,No,No,
6989,6,7,M,1,0,2.94,1390,Business & Economics,No,No,
6990,4,6,M,0,1,3.65,1200,Business & Economics,No,No,
6994,6,6,F,0,0,3.95,1210,Business & Economics,No,No,
6997,6,6,M,0,1,3.5,1410,Business & Economics,Yes,No,
7001,6,6,M,1,0,4.25,1210,Business & Economics,Yes,No,
7002,7,4,M,1,0,2.75,1000,Business & Economics,No,No,
7007,7,6,M,1,0,3.37,1370,Business & Economics,No,Yes,3.065
7011,3,3,M,0,0,3.81,1100,Business & Economics,No,No,
7013,4,6,M,1,0,2.88,980,Business & Economics,No,No,
7029,6,6,M,1,0,3.43,1010,Business & Economics,No,No,
7030,6,6,M,0,0,3.25,1070,Business & Economics,No,No,
7031,7,6,M,1,0,3.15,1230,Business & Economics,No,No,
7032,6,7,M,0,0,2.89,1140,Business & Economics,No,No,
7034,7,7,M,1,0,3.87,1240,Business & Economics,No,No,
7039,3,7,M,0,0,4.33,1240,Business & Economics,Yes,No,
7040,7,7,M,0,1,3.53,1180,Business & Economics,Yes,Yes,2.355
7042,6,4,M,1,0,2.79,1070,Business & Economics,No,No,
7044,4,6,M,1,0,3.45,1230,Business & Economics,No,No,
7049,6,6,F,1,0,3.96,1150,Business & Economics,No,No,
7070,6,6,M,1,0,3.44,1170,Business & Economics,No,No,
7076,6,6,M,1,0,3.25,1130,Business & Economics,No,No,
7081,1,4,M,0,0,2.43,770,Business & Economics,No,No,
7094,2,4,F,0,0,3.27,1030,Business & Economics,No,No,
7104,7,7,F,1,0,4.1,1200,Business & Economics,No,No,
7106,6,6,F,1,0,4.08,1300,Business & Economics,Yes,Yes,3.564
7111,7,3,M,0,1,3.44,1120,Business & Economics,No,No,
7112,3,3,M,1,0,2.94,1030,Business & Economics,No,No,
7121,4,6,M,1,0,3.58,1230,Business & Economics,No,No,
7123,4,7,M,1,0,3.75,1180,Business & Economics,Yes,Yes,3.252
7125,7,6,M,0,0,3.73,1230,Business & Economics,Yes,No,
7129,6,6,M,1,0,3.35,1160,Business & Economics,No,No,
7145,7,4,M,1,0,3.93,1250,Business & Economics,Yes,Yes,2.884
7147,7,6,F,1,0,3.13,1200,Business & Economics,No,No,
7151,6,6,F,1,0,3.95,1170,Business & Economics,No,No,
7152,6,7,M,1,0,4.09,1310,Business & Economics,Yes,No,
7154,6,6,M,1,0,4.21,1170,Business & Economics,Yes,Yes,3.281
7155,6,7,M,0,0,3.87,1410,Business & Economics,Yes,No,
7156,1,6,M,0,0,3,960,Business & Economics,No,No,
7158,3,3,F,0,1,3.64,990,Business & Economics,No,No,
7160,3,3,M,0,1,3.92,1340,Business & Economics,Yes,No,
7168,7,7,F,1,0,3.77,1350,Business & Economics,Yes,No,
7169,7,7,F,0,0,4.21,1430,Business & Economics,Yes,Yes,3.566
7171,2,2,F,0,1,3.52,1350,Business & Economics,Yes,No,
7172,6,7,F,0,1,3.44,1300,Business & Economics,Yes,No,
7177,3,3,M,0,1,3.3,1150,Business & Economics,Yes,Yes,2.437
7178,2,1,M,0,1,2.59,760,Business & Economics,No,No,
7181,6,6,M,1,0,3.05,1050,Business & Economics,No,No,
7186,7,7,F,0,1,3.93,1400,Business & Economics,Yes,No,
7189,7,6,M,0,1,2.85,900,Business & Economics,No,No,
7190,7,7,F,0,1,3.25,1220,Business & Economics,No,No,
7192,1,1,F,0,1,3.65,1070,Business & Economics,Yes,No,
7194,6,6,M,0,1,3,1380,Business & Economics,No,No,
7197,6,6,F,1,0,4.1,1360,Business & Economics,Yes,Yes,2.845
7206,5,6,F,0,0,3.73,1300,Business & Economics,Yes,Yes,2.919
7207,6,6,M,1,0,4.06,1400,Business & Economics,Yes,No,
7215,3,6,F,1,0,3.43,1160,Business & Economics,No,No,
7220,6,6,M,1,0,4.4,1370,Business & Economics,Yes,No,
7224,6,6,M,0,0,3.57,1100,Business & Economics,No,No,
7226,6,7,F,1,0,3.64,1400,Business & Economics,Yes,No,
7228,6,6,M,1,0,3.16,1100,Business & Economics,No,No,
7240,6,6,F,1,0,3.73,1080,Business & Economics,No,No,
7244,6,6,M,1,0,3.77,1430,Business & Economics,Yes,No,
7247,7,7,M,1,0,3.41,1210,Business & Economics,No,No,
7248,6,4,F,1,0,3.65,1110,Business & Economics,No,No,
7251,3,5,F,0,0,3.45,820,Business & Economics,No,No,
7252,4,6,F,1,0,3.64,1190,Business & Economics,Yes,No,
7254,6,7,F,1,0,3.45,1040,Business & Economics,No,No,
7255,5,6,M,1,0,3.09,1040,Business & Economics,No,No,
7263,7,7,F,0,1,4.08,1320,Business & Economics,Yes,No,
7269,4,5,M,1,0,3.45,1270,Business & Economics,Yes,No,
7271,7,7,F,0,0,3.65,1160,Business & Economics,No,No,
7275,6,6,F,1,0,3.4,1080,Business & Economics,No,No,
7285,4,7,M,1,0,3.5,1070,Business & Economics,No,No,
7287,6,6,F,0,1,4.25,1530,Business & Economics,Yes,No,
7288,6,5,F,1,0,3.68,1410,Business & Economics,Yes,No,
7290,7,7,F,1,0,4.18,1550,Business & Economics,Yes,No,
7291,6,6,M,1,0,3.82,1380,Business & Economics,No,No,
7292,7,7,M,1,0,3.75,1300,Business & Economics,No,No,
7295,5,3,F,0,1,4.05,1560,Business & Economics,Yes,No,
7297,7,7,M,1,0,3.52,1290,Business & Economics,No,No,
7301,5,7,F,1,0,4.05,1220,Business & Economics,Yes,Yes,3.6
7302,6,6,F,1,0,3.79,1260,Business & Economics,Yes,No,
7303,6,3,M,1,0,4.06,1220,Business & Economics,Yes,No,
7305,7,7,F,1,0,3.77,1310,Business & Economics,Yes,Yes,2.854
7306,4,4,F,0,0,3.71,1410,Business & Economics,No,No,
7317,7,6,F,1,0,3.82,1020,Business & Economics,No,No,
7322,6,6,F,1,0,3.62,1050,Business & Economics,No,No,
7332,1,3,M,0,1,3.09,1060,Business & Economics,No,No,
7334,3,3,F,0,1,3.43,1220,Business & Economics,No,No,
7335,7,7,F,1,0,3.32,1090,Business & Economics,No,No,
7337,7,5,M,1,0,3.77,1350,Business & Economics,No,No,
7338,6,6,F,0,0,4.05,1170,Business & Economics,No,No,
7340,3,6,M,0,1,2.6,890,Business & Economics,No,No,
7342,6,5,F,1,0,4,1450,Business & Economics,Yes,No,
7343,6,6,M,1,0,4,1330,Business & Economics,Yes,No,
7346,7,6,M,1,0,3.44,1550,Business & Economics,Yes,No,
7348,7,6,M,0,0,3.04,1210,Business & Economics,No,No,
7350,4,6,F,1,0,3.5,1430,Business & Economics,No,No,
7351,7,6,F,1,0,3.5,1170,Business & Economics,Yes,Yes,2.082
7352,1,1,M,0,0,4.2,1300,Business & Economics,Yes,No,
7353,4,4,F,0,0,3.44,760,Business & Economics,No,No,
7358,3,5,M,1,0,3.35,1240,Business & Economics,No,No,
7359,3,4,F,1,0,4,1110,Business & Economics,No,No,
7361,6,6,M,1,0,3.35,1310,Business & Economics,No,Yes,2.065
7371,6,3,M,0,1,3.23,1150,Business & Economics,No,No,
7373,6,6,M,1,0,3.48,1430,Business & Economics,Yes,Yes,2.747
7384,6,6,F,1,0,3.5,1010,Business & Economics,No,No,
7390,1,1,M,0,0,3.09,930,Business & Economics,No,No,
7392,3,3,M,0,1,3.08,1160,Business & Economics,Yes,No,
7394,3,3,F,0,0,2.79,840,Business & Economics,No,No,
7395,2,6,M,1,0,3.05,1070,Business & Economics,No,No,
7420,2,1,M,0,1,3.85,1180,Business & Economics,Yes,No,
7427,4,4,M,1,0,3.48,1210,Business & Economics,No,No,
7437,6,6,M,1,0,3.75,1040,Business & Economics,No,No,
7440,7,4,M,0,0,3.64,1210,Business & Economics,No,No,
7442,7,6,M,1,0,3.32,1140,Business & Economics,No,No,
7446,6,5,F,1,0,3.78,1120,Business & Economics,No,No,
7450,6,3,M,1,0,3.62,1190,Business & Economics,No,No,
7453,7,7,F,1,0,3.55,1110,Business & Economics,No,No,
7455,4,4,M,1,0,2.86,870,Business & Economics,No,No,
7459,7,6,M,0,1,3.78,1240,Business & Economics,Yes,Yes,2.877
7461,3,3,M,0,1,3.79,1430,Business & Economics,Yes,No,
7462,6,6,M,1,0,4.23,1510,Business & Economics,Yes,No,
7465,7,4,F,0,1,4.25,1400,Business & Economics,Yes,No,
7466,6,7,M,1,0,4,1300,Business & Economics,Yes,No,
7470,6,6,F,1,0,4,1320,Business & Economics,Yes,No,
7473,3,3,M,0,1,3.21,1350,Business & Economics,No,No,
7478,7,7,M,0,0,3.91,1130,Business & Economics,No,No,
7481,4,4,M,0,0,2.95,1050,Business & Economics,No,No,
7484,4,4,F,1,0,4.23,1340,Business & Economics,Yes,No,
7488,6,5,M,1,0,2.72,1370,Business & Economics,No,No,
7491,7,6,M,1,0,3.79,1060,Business & Economics,No,No,
7496,5,2,M,1,0,3.75,1210,Business & Economics,Yes,No,
7501,6,4,M,1,0,3.7,1150,Business & Economics,No,No,
7504,6,3,M,0,0,3.55,1210,Business & Economics,No,No,
7505,4,4,F,1,0,4.25,1540,Business & Economics,Yes,No,
7513,6,7,M,1,0,3.56,1550,Business & Economics,Yes,No,
7514,7,7,F,0,1,3.46,1450,Business & Economics,Yes,Yes,3.346
7519,4,2,F,0,1,3,990,Business & Economics,No,No,
7520,6,6,M,0,1,3.77,1250,Business & Economics,No,No,
7523,7,6,F,1,0,3.96,1170,Business & Economics,No,No,
7526,7,5,M,1,0,3.25,1040,Business & Economics,No,No,
7527,6,3,M,1,0,3.75,1110,Business & Economics,No,No,
7528,3,3,F,0,1,3.47,910,Business & Economics,No,No,
7530,3,3,M,0,0,2.35,840,Business & Economics,No,No,
7531,1,1,F,0,0,4.35,1140,Business & Economics,Yes,No,
7533,4,4,F,0,0,3.44,880,Business & Economics,No,No,
7537,6,5,M,1,0,3.4,1230,Business & Economics,Yes,Yes,2.698
7547,6,6,F,1,0,4.04,1310,Business & Economics,Yes,No,
7552,5,3,F,0,1,4.15,1040,Business & Economics,Yes,No,
7563,3,3,F,0,1,4.2,1030,Business & Economics,No,No,
7564,6,6,M,1,0,3.57,1060,Business & Economics,No,No,
7572,4,4,F,0,0,3.25,860,Business & Economics,No,No,
7573,7,7,F,0,0,3.81,1400,Business & Economics,Yes,No,
7577,7,7,F,0,1,3.71,1190,Business & Economics,No,No,
7578,7,6,M,1,0,3.9,1340,Business & Economics,Yes,Yes,3.534
7579,4,7,M,1,0,3.59,1300,Business & Economics,Yes,Yes,2.433
7582,6,6,M,1,0,2.95,1150,Business & Economics,No,No,
7591,3,3,F,1,0,3.59,1050,Business & Economics,No,No,
7596,7,6,M,0,0,3.33,1180,Business & Economics,No,No,
7598,1,1,F,0,0,3.5,1070,Business & Economics,No,No,
7613,6,6,M,0,1,3.72,1320,Business & Economics,Yes,Yes,3.49
7615,6,6,F,0,0,3.75,1160,Business & Economics,No,No,
7619,4,4,F,1,0,4.08,1160,Business & Economics,No,No,
7621,4,4,F,1,0,3.36,1230,Business & Economics,No,No,
7627,4,4,M,0,0,3.11,970,Business & Economics,No,No,
7637,6,6,M,0,0,2.87,1200,Business & Economics,No,No,
7638,6,6,M,1,0,4.05,1290,Business & Economics,No,No,
7650,7,6,F,1,0,3.89,1200,Business & Economics,Yes,No,
7651,7,6,M,1,0,3.41,1200,Business & Economics,No,No,
7653,6,5,F,0,0,3.42,1100,Business & Economics,Yes,No,
7657,3,6,M,0,0,3.69,1160,Business & Economics,No,No,
7679,6,6,F,1,0,4.32,1510,Business & Economics,Yes,No,
7683,7,7,M,1,0,3.45,1340,Business & Economics,Yes,No,
7686,3,3,M,0,0,2.29,930,Business & Economics,No,No,
7694,3,4,F,0,0,3.72,1200,Business & Economics,No,No,
7696,6,5,M,0,0,3.5,1260,Business & Economics,No,No,
7698,6,3,M,0,1,2.68,1210,Business & Economics,No,No,
7703,7,7,M,0,1,3.88,1230,Business & Economics,No,No,
7705,7,7,M,0,1,3.62,1360,Business & Economics,Yes,No,
7707,4,4,F,1,0,4.08,1220,Business & Economics,Yes,No,
7708,6,6,M,1,0,3.32,1080,Business & Economics,No,No,
7710,1,1,F,0,1,3.2,910,Business & Economics,No,No,
7711,1,1,F,0,0,4.09,1010,Business & Economics,Yes,Yes,3.367
7713,7,7,F,1,0,3.55,1170,Business & Economics,No,No,
7714,3,3,F,1,0,4.1,1190,Business & Economics,Yes,No,
7721,7,7,M,0,0,3.75,1200,Business & Economics,No,No,
7729,5,5,M,1,0,2.58,1020,Business & Economics,No,No,
